Area_ID,Intersection_ID,Traffic_Volume,Road_Capacity_Utilization_Pct,Estimated_Road_Capacity,Average_Speed,Travel_Time_Index,Congestion_Level,Incident_Level,Capacity_Utilization,Bottleneck_Status,Speed_Condition,Travel_Delay_Condition,Incident_Status,Accident_Flag,Peak_Traffic_Status,Congestion_Score,Calculated_Congestion_Level,Congestion_Reasons,Estimated_Lanes,Saturation_Flow,Number_of_Phases,Phase_1_Flow,Phase_2_Flow,Phase_1_Flow_Ratio,Phase_2_Flow_Ratio,Baseline_Cycle,Lost_Time,Available_Green_Time,Phase_1_Baseline_Green,Phase_2_Baseline_Green,Webster_Y,Webster_Status,Webster_Optimal_Cycle,Webster_Cycle_Capped,Webster_Optimal_Cycle_Practical,Webster_Available_Green,Webster_Phase_1_Green,Webster_Phase_2_Green,Cycle_Change_Seconds,Phase_1_Green_Change,Phase_2_Green_Change,Decision_Priority,Decision_Status
AN005,RIN09,19522,98.7928378,19760.541791016352,60.24330241,1.24023933,57.55556388,1,0.987928378,BOTTLENECK,HIGH_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,57.04,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",14,25200,2,10737.1,8784.9,0.4261,0.3486,100,8,92,50.6,41.4,0.7747,VALID,75.45,False,75.45,67.45,37.1,30.35,-24.55,-13.5,-11.05,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN10,20777,100.0,20777.0,48.24320081,1.392906332,61.57096323,0,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,66.28,HIGH,HIGH_CAPACITY_UTILIZATION,14,25200,2,11427.35,9349.65,0.4535,0.371,100,8,92,50.6,41.4,0.8245,VALID,96.87,False,96.87,88.87,48.88,39.99,-3.13,-1.72,-1.41,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN11,42841,100.0,42841.0,32.32301913,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,HIGH_TRAFFIC,82.01,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",29,52200,2,23562.55,19278.45,0.4514,0.3693,120,8,112,61.6,50.4,0.8207,VALID,94.81,False,94.81,86.81,47.75,39.06,-25.19,-13.85,-11.34,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN13,18111,90.33478146,20048.75609071961,50.00048241,1.238527294,62.50942856,1,0.9033478146,BOTTLENECK,HIGH_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,56.63,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",14,25200,2,9961.05,8149.95,0.3953,0.3234,100,8,92,50.6,41.4,0.7187,VALID,60.43,False,60.43,52.43,28.84,23.59,-39.57,-21.76,-17.81,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,25807,100.0,25807.0,55.72277291,1.5,89.04056588,1,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,70.54,HIGH,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",18,32400,2,14193.85,11613.15,0.4381,0.3584,100,8,92,50.6,41.4,0.7965,VALID,83.54,False,83.54,75.54,41.55,33.99,-16.46,-9.05,-7.41,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,19926,100.0,19926.0,50.0232209,1.340488775,66.31470815,0,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,63.49,HIGH,HIGH_CAPACITY_UTILIZATION,14,25200,2,10959.3,8966.7,0.4349,0.3558,100,8,92,50.6,41.4,0.7907,VALID,81.22,False,81.22,73.22,40.27,32.95,-18.78,-10.33,-8.45,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,44315,100.0,44315.0,29.76266493,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,HIGH_TRAFFIC,83.07,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",30,54000,2,24373.25,19941.75,0.4514,0.3693,120,8,112,61.6,50.4,0.8207,VALID,94.81,False,94.81,86.81,47.75,39.06,-25.19,-13.85,-11.34,HIGH,WEBSTER_TIMING_AVAILABLE
AN008,RIN15,16526,81.0836567,20381.419231182743,42.30496193,1.349881964,50.93532749,0,0.8108365670000001,AT_RISK,NORMAL_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,58.7,HIGH,NORMAL_TRAFFIC_CONDITION,14,25200,2,9089.3,7436.7,0.3607,0.2951,100,8,92,50.6,41.4,0.6558,VALID,49.39,False,49.39,41.39,22.77,18.62,-50.61,-27.83,-22.78,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,40681,100.0,40681.0,36.12711879,1.5,100.0,0,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,NO_INCIDENT,NO,HIGH_TRAFFIC,78.44,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY",28,50400,2,22374.55,18306.45,0.4439,0.3632,120,8,112,61.6,50.4,0.8071,VALID,88.13,False,88.13,80.13,44.07,36.06,-31.87,-17.53,-14.34,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RN07,27338,100.0,27338.0,23.52733157,1.5,94.95801165,2,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,81.1,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",19,34200,2,15035.9,12302.1,0.4396,0.3597,120,8,112,61.6,50.4,0.7993,VALID,84.7,False,84.7,76.7,42.18,34.52,-35.3,-19.42,-15.88,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN10,21360,100.0,21360.0,50.92640482,1.219959378,79.11883029,1,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,59.72,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",15,27000,2,11748.0,9612.0,0.4351,0.356,100,8,92,50.6,41.4,0.7911,VALID,81.38,False,81.38,73.38,40.36,33.02,-18.62,-10.24,-8.38,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN11,43320,100.0,43320.0,40.46408747,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,HIGH_TRAFFIC,79.78,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",29,52200,2,23826.0,19494.0,0.4564,0.3734,120,8,112,61.6,50.4,0.8298,VALID,99.88,False,99.88,91.88,50.54,41.34,-20.12,-11.06,-9.06,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN12,20532,100.0,20532.0,51.73740652,1.122299303,64.02632191,1,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,55.4,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",14,25200,2,11292.6,9239.4,0.4481,0.3666,100,8,92,50.6,41.4,0.8147,VALID,91.74,False,91.74,83.74,46.06,37.68,-8.26,-4.54,-3.72,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN13,17531,86.32368445,20308.447341765423,43.64864806,1.157980044,62.88866147,0,0.8632368445,AT_RISK,NORMAL_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,52.7,HIGH,NORMAL_TRAFFIC_CONDITION,14,25200,2,9642.05,7888.95,0.3826,0.3131,100,8,92,50.6,41.4,0.6957,VALID,55.87,False,55.87,47.87,26.33,21.54,-44.13,-24.27,-19.86,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,32360,100.0,32360.0,33.11067746,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,78.47,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",22,39600,2,17798.0,14562.0,0.4494,0.3677,120,8,112,61.6,50.4,0.8171,VALID,92.95,False,92.95,84.95,46.72,38.23,-27.05,-14.88,-12.17,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,39892,100.0,39892.0,21.40167411,1.5,100.0,0,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,NO_INCIDENT,NO,HIGH_TRAFFIC,82.49,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY",27,48600,2,21940.6,17951.4,0.4515,0.3694,120,8,112,61.6,50.4,0.8209,VALID,94.92,False,94.92,86.92,47.81,39.11,-25.08,-13.79,-11.29,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN14,21636,100.0,21636.0,44.72441294,1.066177071,79.97809288,1,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,55.41,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",15,27000,2,11899.8,9736.2,0.4407,0.3606,100,8,92,50.6,41.4,0.8013,VALID,85.56,False,85.56,77.56,42.66,34.9,-14.44,-7.94,-6.5,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,43016,100.0,43016.0,20.0,1.5,100.0,0,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,NO_INCIDENT,NO,HIGH_TRAFFIC,83.58,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY",29,52200,2,23658.8,19357.2,0.4532,0.3708,120,8,112,61.6,50.4,0.824,VALID,96.59,False,96.59,88.59,48.72,39.87,-23.41,-12.88,-10.53,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,29036,100.0,29036.0,29.05398153,1.5,89.39314682,2,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,79.89,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",20,36000,2,15969.8,13066.2,0.4436,0.363,120,8,112,61.6,50.4,0.8066,VALID,87.9,False,87.9,79.9,43.94,35.96,-32.1,-17.66,-14.44,HIGH,WEBSTER_TIMING_AVAILABLE
AN008,RIN16,27058,100.0,27058.0,41.23034754,1.5,92.24735484,1,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,74.97,HIGH,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",19,34200,2,14881.9,12176.1,0.4351,0.356,100,8,92,50.6,41.4,0.7911,VALID,81.38,False,81.38,73.38,40.36,33.02,-18.62,-10.24,-8.38,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,23175,100.0,23175.0,48.50177215,1.327124986,84.84836495,1,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,65.11,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",16,28800,2,12746.25,10428.75,0.4426,0.3621,100,8,92,50.6,41.4,0.8047,VALID,87.05,False,87.05,79.05,43.48,35.57,-12.95,-7.12,-5.83,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RN07,28160,100.0,28160.0,42.39479575,1.5,87.61001807,3,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,76.88,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",19,34200,2,15488.0,12672.0,0.4529,0.3705,120,8,112,61.6,50.4,0.8234,VALID,96.26,False,96.26,88.26,48.55,39.71,-23.74,-13.05,-10.69,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN08,19515,94.39943624,20672.792950145693,56.62475568,1.13033079,55.9656653,2,0.9439943624,BOTTLENECK,HIGH_SPEED,LOW_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,53.14,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",14,25200,2,10733.25,8781.75,0.4259,0.3485,100,8,92,50.6,41.4,0.7744,VALID,75.35,False,75.35,67.35,37.04,30.31,-24.65,-13.56,-11.09,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN09,37902,100.0,37902.0,31.80829783,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,81.06,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",26,46800,2,20846.1,17055.9,0.4454,0.3644,120,8,112,61.6,50.4,0.8098,VALID,89.38,False,89.38,81.38,44.76,36.62,-30.62,-16.84,-13.78,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN11,25193,100.0,25193.0,37.10632755,1.5,83.83327614,1,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,75.73,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",17,30600,2,13856.15,11336.85,0.4528,0.3705,120,8,112,61.6,50.4,0.8233,VALID,96.21,False,96.21,88.21,48.51,39.7,-23.79,-13.09,-10.7,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,27381,100.0,27381.0,48.3494598,1.5,96.57660146,2,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,74.0,HIGH,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",19,34200,2,15059.55,12321.45,0.4403,0.3603,100,8,92,50.6,41.4,0.8006,VALID,85.26,False,85.26,77.26,42.49,34.77,-14.74,-8.11,-6.63,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,20693,100.0,20693.0,32.42262017,1.11153302,63.58285821,0,1.0,SEVERE_BOTTLENECK,LOW_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,59.54,HIGH,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED",14,25200,2,11381.15,9311.85,0.4516,0.3695,100,8,92,50.6,41.4,0.8211,VALID,95.03,False,95.03,87.03,47.87,39.16,-4.97,-2.73,-2.24,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN03,8139,45.2402772,17990.60594615455,44.19110081,1.321167157,23.98515627,0,0.452402772,NORMAL,NORMAL_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,42.61,MODERATE,NORMAL_TRAFFIC_CONDITION,12,21600,2,4476.45,3662.55,0.2072,0.1696,80,8,72,39.6,32.4,0.3768,VALID,27.28,False,27.28,19.28,10.6,8.68,-52.72,-29.0,-23.72,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,60662,100.0,60662.0,45.14742301,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,PEAK_TRAFFIC,81.28,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT, PEAK_TRAFFIC_VOLUME",41,73800,2,33364.1,27297.9,0.4521,0.3699,120,8,112,61.6,50.4,0.822,VALID,95.51,False,95.51,87.51,48.13,39.38,-24.49,-13.47,-11.02,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,13898,67.32893141,20641.94352850788,36.60616496,1.335965955,53.65164128,0,0.6732893140999999,NORMAL,LOW_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,54.38,HIGH,LOW_SPEED,14,25200,2,7643.9,6254.1,0.3033,0.2482,100,8,92,50.6,41.4,0.5515,VALID,37.9,False,37.9,29.9,16.44,13.46,-62.1,-34.16,-27.94,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN004,RN07,12626,63.31907909,19940.277372091517,42.55886225,1.137905564,44.98895135,0,0.6331907909000001,NORMAL,NORMAL_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,43.07,MODERATE,NORMAL_TRAFFIC_CONDITION,14,25200,2,6944.3,5681.7,0.2756,0.2255,80,8,72,39.6,32.4,0.5011,VALID,34.07,False,34.07,26.07,14.34,11.73,-45.93,-25.26,-20.67,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN005,RIN09,27396,100.0,27396.0,34.79122719,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,77.89,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",19,34200,2,15067.8,12328.2,0.4406,0.3605,120,8,112,61.6,50.4,0.8011,VALID,85.47,False,85.47,77.47,42.61,34.86,-34.53,-18.99,-15.54,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN10,34418,100.0,34418.0,36.74371863,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,79.88,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",23,41400,2,18929.9,15488.1,0.4572,0.3741,120,8,112,61.6,50.4,0.8313,VALID,100.77,False,100.77,92.77,51.02,41.75,-19.23,-10.58,-8.65,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN11,20103,100.0,20103.0,29.38900334,1.316468813,58.4391105,0,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,68.48,HIGH,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED",14,25200,2,11056.65,9046.35,0.4388,0.359,100,8,92,50.6,41.4,0.7978,VALID,84.08,False,84.08,76.08,41.84,34.24,-15.92,-8.76,-7.16,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN12,23845,100.0,23845.0,64.07294258,1.330090863,79.48879395,5,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,64.91,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",16,28800,2,13114.75,10730.25,0.4554,0.3726,100,8,92,50.6,41.4,0.828,VALID,98.84,False,98.84,90.84,49.96,40.88,-1.16,-0.64,-0.52,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN13,14538,67.85057138,21426.49605495481,41.81929694,1.088270239,46.7913799,0,0.6785057138,NORMAL,NORMAL_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,43.3,MODERATE,NORMAL_TRAFFIC_CONDITION,15,27000,2,7995.9,6542.1,0.2961,0.2423,80,8,72,39.6,32.4,0.5384,VALID,36.83,False,36.83,28.83,15.86,12.97,-43.17,-23.74,-19.43,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,44024,100.0,44024.0,23.26837227,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,HIGH_TRAFFIC,83.87,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",30,54000,2,24213.2,19810.8,0.4484,0.3669,120,8,112,61.6,50.4,0.8153,VALID,92.04,False,92.04,84.04,46.22,37.82,-27.96,-15.38,-12.58,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,42950,100.0,42950.0,26.05720169,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,HIGH_TRAFFIC,82.83,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",29,52200,2,23622.5,19327.5,0.4525,0.3703,120,8,112,61.6,50.4,0.8228,VALID,95.94,False,95.94,87.94,48.36,39.58,-24.06,-13.24,-10.82,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN14,21174,100.0,21174.0,39.68876977,1.193335502,63.52661052,3,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,LOW_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,63.84,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",15,27000,2,11645.7,9528.3,0.4313,0.3529,100,8,92,50.6,41.4,0.7842,VALID,78.78,False,78.78,70.78,38.93,31.85,-21.22,-11.67,-9.55,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,45286,100.0,45286.0,52.636262,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,HIGH_TRAFFIC,77.73,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",31,55800,2,24907.3,20378.7,0.4464,0.3652,120,8,112,61.6,50.4,0.8116,VALID,90.23,False,90.23,82.23,45.23,37.0,-29.77,-16.37,-13.4,HIGH,WEBSTER_TIMING_AVAILABLE
AN008,RIN16,14237,70.33815009,20240.793910251105,55.87000887,1.23287529,56.89586724,0,0.7033815009,NORMAL,HIGH_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,45.87,MODERATE,NORMAL_TRAFFIC_CONDITION,14,25200,2,7830.35,6406.65,0.3107,0.2542,80,8,72,39.6,32.4,0.5649,VALID,39.07,False,39.07,31.07,17.09,13.98,-40.93,-22.51,-18.42,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,50025,100.0,50025.0,29.88901033,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,PEAK_TRAFFIC,85.3,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT, PEAK_TRAFFIC_VOLUME",34,61200,2,27513.75,22511.25,0.4496,0.3678,120,8,112,61.6,50.4,0.8174,VALID,93.1,False,93.1,85.1,46.81,38.29,-26.9,-14.79,-12.11,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN10,39692,100.0,39692.0,20.0,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,HIGH_TRAFFIC,84.84,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",27,48600,2,21830.6,17861.4,0.4492,0.3675,120,8,112,61.6,50.4,0.8167,VALID,92.74,False,92.74,84.74,46.61,38.13,-27.26,-14.99,-12.27,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN11,21419,100.0,21419.0,57.94331253,1.082652412,77.28602826,0,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,51.23,HIGH,HIGH_CAPACITY_UTILIZATION,15,27000,2,11780.45,9638.55,0.4363,0.357,100,8,92,50.6,41.4,0.7933,VALID,82.24,False,82.24,74.24,40.83,33.41,-17.76,-9.77,-7.99,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,23657,100.0,23657.0,48.17155712,1.259878207,78.77520712,2,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,63.62,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",16,28800,2,13011.35,10645.65,0.4518,0.3696,100,8,92,50.6,41.4,0.8214,VALID,95.18,False,95.18,87.18,47.95,39.23,-4.82,-2.65,-2.17,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,31303,100.0,31303.0,22.34412011,1.5,97.3222746,0,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,80.32,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY",21,37800,2,17216.65,14086.35,0.4555,0.3727,120,8,112,61.6,50.4,0.8282,VALID,98.95,False,98.95,90.95,50.02,40.93,-21.05,-11.58,-9.47,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN14,15686,82.2093089,19080.564244957422,42.64813307,1.221448312,57.36238064,1,0.822093089,AT_RISK,NORMAL_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,54.67,HIGH,INCIDENT_PRESENT,13,23400,2,8627.3,7058.7,0.3687,0.3017,100,8,92,50.6,41.4,0.6704,VALID,51.58,False,51.58,43.58,23.97,19.61,-48.42,-26.63,-21.79,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,47147,100.0,47147.0,32.43821204,1.5,100.0,6,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,HIGH_TRAFFIC,86.93,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",32,57600,2,25930.85,21216.15,0.4502,0.3683,120,8,112,61.6,50.4,0.8185,VALID,93.66,False,93.66,85.66,47.12,38.54,-26.34,-14.48,-11.86,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,31630,100.0,31630.0,29.00429373,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,81.48,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",22,39600,2,17396.5,14233.5,0.4393,0.3594,120,8,112,61.6,50.4,0.7987,VALID,84.45,False,84.45,76.45,42.05,34.4,-35.55,-19.55,-16.0,HIGH,WEBSTER_TIMING_AVAILABLE
